,ifm_rms,ifm_duration,ifm_peak_freq_resolution,ifm_peak_frequency,ifm_terminal_frequency,ifm_stop,ifm_region_id,ifm_start,ifm_peak_amplitude,cf_rms,cf_duration,cf_peak_freq_resolution,cf_peak_frequency,cf_terminal_frequency,cf_stop,cf_region_id,cf_start,cf_peak_amplitude,tfm_rms,tfm_duration,tfm_peak_freq_resolution,tfm_peak_frequency,tfm_terminal_frequency,tfm_stop,tfm_region_id,tfm_start,tfm_peak_amplitude,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution
10,0.017798727969013346,0.001936,1028.80658436214,105888.42975206609,103305.78512396694,0.001936,fm1,0.0,0.05047607421875,0.14929682913702222,0.060155999999999994,33.244680851063826,107653.43440388324,107620.1875124676,0.062091999999999994,cf1,0.001936,0.314453125,0.015075461352218229,0.0019079999999999998,1046.0251046025103,105345.91194968554,102725.36687631028,0.064,fm2,0.062091999999999994,0.045166015625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_22_hp,-10,Aditya_2018-08-16_21502300_22,2,,,
11,0.02031066394797113,0.0016079999999999998,1237.6237623762374,103855.72139303484,92039.8009950249,0.002344,fm1,0.000736,0.042266845703125,0.03912734247212378,0.0187,106.92899914456801,105401.0695187166,105133.68983957221,0.021044,cf1,0.002344,0.07415771484375,0.024684871374433228,0.002792,714.2857142857142,105300.85959885387,90616.04584527221,0.023836000000000003,fm2,0.021044,0.059783935546875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_24_hp,-10,Aditya_2018-08-16_21502300_24,1,,,
12,0.007325426637866852,0.001696,1173.7089201877934,102594.3396226415,96108.49056603774,0.0020440000000000002,fm1,0.000348,0.01971435546875,0.02035695925333897,0.020640000000000002,96.86168151879116,103294.57364341084,103439.92248062015,0.022684,cf1,0.0020440000000000002,0.037445068359375,0.007348096777440075,0.002032,980.3921568627452,103838.58267716537,95472.44094488188,0.024716,fm2,0.022684,0.019989013671875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_25_hp,-10,Aditya_2018-08-16_21502300_25,1,,,
13,0.016080028270564983,0.000936,2118.64406779661,101495.7264957265,95085.47008547008,0.001192,fm1,0.000256,0.031005859375,0.044637990217092964,0.015819999999999997,126.39029322548029,102465.23388116306,102275.600505689,0.017012,cf1,0.001192,0.083160400390625,0.023608330571093385,0.001972,1012.1457489878543,101926.9776876268,90770.79107505073,0.018984,fm2,0.017012,0.05804443359375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_26_hp,-10,Aditya_2018-08-16_21502300_26,2,,,
14,,,,,,,,,,0.015824242305162085,0.025584,78.14942169427947,104831.1444652908,104713.88367729832,0.026284,cf1,0.0007,0.032867431640625,0.008471267485265202,0.001716,1162.7906976744189,103729.60372960372,92074.59207459207,0.027999999999999997,fm1,0.026284,0.01947021484375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_28_hp,-10,Aditya_2018-08-16_21502300_28,2,,,
15,0.014604191647460378,0.0014199999999999998,1404.4943820224719,102112.67605633805,91549.2957746479,0.0023120000000000003,fm1,0.000892,0.03216552734375,0.030730190310537118,0.014436000000000001,138.50415512465375,102798.55915766141,102798.55915766141,0.016748,cf1,0.0023120000000000003,0.053802490234375,0.01681463894727106,0.002012,992.0634920634919,101391.65009940356,85984.09542743539,0.01876,fm2,0.016748,0.033782958984375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_30_hp,-10,Aditya_2018-08-16_21502300_30,1,,,
16,0.011764266508987731,0.001092,1824.8175182481752,108058.60805860806,101648.35164835166,0.001256,fm1,0.000164,0.024261474609375,0.058434533719928634,0.05184400000000001,38.574294090418135,108382.84083018287,108344.26355991053,0.0531,cf1,0.001256,0.12249755859375,0.02427285642568219,0.0014119999999999998,1412.4293785310736,106940.5099150142,101274.78753541078,0.054512,fm2,0.0531,0.045379638671875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_32_hp,-10,Aditya_2018-08-16_21502300_32,1,,,
17,0.03292732087715481,0.001184,1677.8523489932886,106418.91891891892,96283.7837837838,0.001772,fm1,0.000588,0.060546875,0.049861854587858384,0.026864,74.42691277165822,109216.79571173317,108993.44848123883,0.028636,cf1,0.001772,0.1026611328125,0.022001574498620526,0.001296,1533.7423312883434,108024.6913580247,98765.43209876544,0.029932,fm2,0.028636,0.044097900390625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_33_hp,-10,Aditya_2018-08-16_21502300_33,1,,,
18,0.01842778448562036,0.001592,1250.0,109296.48241206033,101758.79396984926,0.0019440000000000002,fm1,0.000352,0.039825439453125,0.02652068936708693,0.02876,69.52169076751946,109700.97357440893,109492.35048678721,0.030704000000000002,cf1,0.0019440000000000002,0.05572509765625,0.011275688231031495,0.001464,1358.695652173913,107240.43715846994,99726.77595628415,0.032168,fm2,0.030704000000000002,0.024993896484375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_35_hp,-10,Aditya_2018-08-16_21502300_35,1,,,
19,0.015282365296318809,0.000672,2941.1764705882347,111607.14285714287,107142.85714285713,0.000676,fm1,4e-06,0.02801513671875,0.02380841751801355,0.014103999999999998,141.72335600907033,111103.23312535453,110961.42938173568,0.014780000000000001,cf1,0.000676,0.044219970703125,0.02622131835907146,0.00168,1184.8341232227488,108333.33333333334,101785.71428571428,0.01646,fm2,0.014780000000000001,0.057525634765625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp,-10,Aditya_2018-08-16_21502300_39,2,,,
20,0.01277388893952906,0.001036,1923.0769230769229,97490.34749034749,93629.34362934364,0.001184,fm1,0.000148,0.028778076171875,0.016652877808424827,0.018152,110.13215859030836,106214.19127368886,106214.19127368886,0.019336000000000002,cf1,0.001184,0.032470703125,0.020523157735012232,0.001268,1572.3270440251572,97791.79810725553,92271.29337539432,0.020604,fm2,0.019336000000000002,0.0496826171875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp,-10,Aditya_2018-08-16_21502300_40,3,,,
21,0.056279608102757235,0.000944,2100.840336134454,102754.2372881356,99576.27118644069,0.001972,fm1,0.0010279999999999998,0.114410400390625,0.12814527571434986,0.045004,44.4365446142908,105746.1558972536,105568.39392054039,0.046976,cf1,0.001972,0.307586669921875,0.02080262536587855,0.000788,2525.252525252525,102791.87817258883,100253.80710659898,0.047764,fm2,0.046976,0.042572021484375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_41_hp,-10,Aditya_2018-08-16_21502300_41,2,,,
22,0.00935713907814473,0.001204,1655.6291390728477,100498.3388704319,91362.12624584716,0.001572,fm1,0.000368,0.017669677734375,0.013141162233891723,0.010692,186.98578908002992,107089.41264496821,106621.77328843996,0.012264,cf1,0.001572,0.0279541015625,0.01582703708503471,0.001456,1366.120218579235,105082.41758241759,88598.90109890111,0.01372,fm2,0.012264,0.03662109375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp,-10,Aditya_2018-08-16_21502300_43,2,,,
23,0.02294037857028884,0.001008,1968.5039370078741,110119.04761904762,104166.66666666669,0.0020039999999999997,fm1,0.0009960000000000001,0.046661376953125,0.10626033447283803,0.047612,42.00268817204301,110014.28211375284,109951.27278837268,0.049616,cf1,0.0020039999999999997,0.21173095703125,0.027452819007611328,0.001104,1798.5611510791364,107789.85507246378,102355.07246376813,0.05072,fm2,0.049616,0.063385009765625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_44_hp,-10,Aditya_2018-08-16_21502300_44,1,,,
24,0.017198402287052283,0.001372,1453.4883720930234,107142.85714285713,99854.22740524783,0.001816,fm1,0.00044400000000000006,0.03729248046875,0.030173369050329968,0.042936,46.572280178837566,109372.08869014347,109325.507732439,0.044752,cf1,0.001816,0.07470703125,0.009298398825739818,0.00098,2032.520325203252,105102.04081632654,102040.81632653062,0.045732,fm2,0.044752,0.01910400390625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_45_hp,-10,Aditya_2018-08-16_21502300_45,2,,,
25,0.09509007668106567,0.00148,1344.0860215053765,107432.43243243244,97972.972972973,0.0017280000000000002,fm1,0.000248,0.217681884765625,0.13748851155486014,0.046844,42.69125683060109,109896.67833660661,109811.28853214926,0.048572000000000004,cf1,0.0017280000000000002,0.316802978515625,0.015673733454880746,0.000724,2747.2527472527468,109116.02209944752,103591.16022099447,0.049296,fm2,0.048572000000000004,0.03009033203125,segment_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp,-10,Aditya_2018-08-16_21502300_46,1,,,
26,0.012346278121672069,0.000604,3289.4736842105267,107615.89403973511,102649.00662251656,0.0014119999999999998,fm1,0.000808,0.026611328125,0.03749471273949682,0.017836,112.10762331838563,106974.65799506617,106862.52522987216,0.019247999999999998,cf1,0.0014119999999999998,0.07928466796875,0.021594307902520468,0.0014,1420.4545454545455,105714.28571428572,93571.42857142858,0.020648,fm2,0.019247999999999998,0.0447998046875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp,-10,Aditya_2018-08-16_21502300_47,1,,,
27,0.008723634349431615,0.000628,3164.556962025317,105095.54140127386,101910.82802547769,0.001236,fm1,0.000608,0.017303466796875,0.033304713088400266,0.018563999999999997,107.7121930202499,107573.79875026934,107519.93104934283,0.0198,cf1,0.001236,0.0653076171875,0.026200110021734647,0.001288,1543.20987654321,105590.06211180126,100155.2795031056,0.021088,fm2,0.0198,0.06005859375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_62_hp,-10,Aditya_2018-08-16_21502300_62,1,,,
28,0.007695363073316763,0.0014759999999999999,1351.3513513513512,106368.56368563688,102303.52303523038,0.001772,fm1,0.000296,0.0172119140625,0.017683735560466502,0.046360000000000005,43.13319530710835,107204.48662640207,107182.91630716137,0.048132,cf1,0.001772,0.048919677734375,0.006946155886714032,0.001336,1488.095238095238,104790.41916167665,102544.91017964072,0.049468,fm2,0.048132,0.016754150390625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_70_hp,-10,Aditya_2018-08-16_21502300_70,1,,,
29,0.00784214094133159,0.000424,4629.62962962963,94339.62264150943,103773.58490566038,0.001188,fm1,0.0007639999999999999,0.0189208984375,0.041994624301821305,0.018968000000000002,105.39629005059021,107760.43863348801,107654.99789118515,0.020156,cf1,0.001188,0.09161376953125,0.02135810608178384,0.001248,1592.3566878980894,102564.10256410256,101762.82051282053,0.021404,fm2,0.020156,0.053375244140625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_73_hp,-10,Aditya_2018-08-16_21502300_73,1,,,
30,0.022933847997342258,0.000984,2016.1290322580649,105691.05691056912,100609.75609756098,0.001424,fm1,0.00044,0.039276123046875,0.0645719160840323,0.04646,43.04407713498623,108674.12828239346,108609.55660783467,0.047883999999999996,cf1,0.001424,0.1331787109375,0.03799997398240521,0.001188,1677.8523489932886,106902.3569023569,100168.35016835015,0.049072000000000005,fm2,0.047883999999999996,0.067291259765625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_74_hp,-10,Aditya_2018-08-16_21502300_74,2,,,
31,0.009406802795980024,0.000936,2118.64406779661,102564.10256410256,98290.59829059828,0.00122,fm1,0.00028399999999999996,0.018096923828125,0.04499522063916588,0.016004,124.9375312343828,104161.45963509123,104161.45963509123,0.017224,cf1,0.00122,0.08428955078125,0.026605100144200016,0.001584,1256.2814070351758,103535.35353535356,96590.9090909091,0.018808000000000002,fm2,0.017224,0.060028076171875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_98_hp,-10,Aditya_2018-08-16_21502300_98,1,,,
32,0.04289051962090002,0.001564,1275.5102040816328,104859.3350383632,99744.2455242967,0.0025559999999999997,fm1,0.000992,0.09942626953125,0.08704975175795474,0.013928,143.51320321469575,108127.51292360712,107840.32165422171,0.016484,cf1,0.0025559999999999997,0.17303466796875,0.0327057312727832,0.001996,1000.0,105210.42084168336,93186.37274549098,0.01848,fm2,0.016484,0.06890869140625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_99_hp,-10,Aditya_2018-08-16_21502300_99,1,,,
33,0.00870407771405761,0.0019920000000000003,1000.0,104417.67068273094,92369.4779116466,0.00244,fm1,0.00044800000000000005,0.0177001953125,0.019075279479242344,0.036432,54.88474204171241,103947.07949055775,103892.18269653055,0.038872000000000004,cf1,0.00244,0.042633056640625,0.01609657718682899,0.0014960000000000002,1329.7872340425529,102272.72727272726,91577.54010695187,0.040368,fm2,0.038872000000000004,0.036163330078125,segment_matching_annotaudio_Aditya_2018-08-16_2324_10_hp,-10,Aditya_2018-08-16_2324_10,1,,,
34,0.014983022709153613,0.001644,1213.5922330097087,102798.05352798056,93673.96593673967,0.00202,fm1,0.000376,0.032379150390625,0.034556579707278344,0.017748,112.66336187471836,104180.75276087447,103955.3752535497,0.019768,cf1,0.00202,0.067413330078125,0.011190597907004676,0.0013039999999999998,1524.3902439024394,104294.47852760737,88957.05521472395,0.021072,fm2,0.019768,0.022308349609375,segment_matching_annotaudio_Aditya_2018-08-16_2324_117_hp,-10,Aditya_2018-08-16_2324_117,1,,,
35,0.008261762819474256,0.001436,1388.888888888889,100974.930362117,95403.89972144847,0.00252,fm1,0.001084,0.017181396484375,0.023497151421015248,0.032751999999999996,61.050061050061046,102528.08988764042,102405.95994137763,0.035272000000000005,cf1,0.00252,0.047760009765625,0.015182436085750763,0.0015,1329.7872340425529,98666.66666666666,92666.66666666666,0.036772000000000006,fm2,0.035272000000000005,0.041473388671875,segment_matching_annotaudio_Aditya_2018-08-16_2324_128_hp,-10,Aditya_2018-08-16_2324_128,1,,,
36,0.010123421207546144,0.0017760000000000002,1121.0762331838564,92905.40540540538,88400.9009009009,0.002092,fm1,0.00031600000000000004,0.025787353515625,0.027553154710041557,0.018476,108.22510822510824,101591.25351807752,101591.25351807752,0.020568,cf1,0.002092,0.053863525390625,0.012199537204932208,0.001808,1101.3215859030836,99004.42477876108,88495.57522123895,0.022376,fm2,0.020568,0.033416748046875,segment_matching_annotaudio_Aditya_2018-08-16_2324_129_hp,-10,Aditya_2018-08-16_2324_129,1,,,
37,0.0040595861593924025,0.000352,5555.555555555556,107954.54545454547,96590.90909090909,0.00047599999999999997,fm1,0.000124,0.007904052734375,0.01697470710760531,0.013944,143.348623853211,106712.56454388985,106569.1336775674,0.014419999999999999,cf1,0.00047599999999999997,0.037750244140625,0.010122916235117916,0.002552,781.25,106191.22257053289,92868.33855799373,0.016972,fm2,0.014419999999999999,0.029327392578125,segment_matching_annotaudio_Aditya_2018-08-16_2324_14_hp,-10,Aditya_2018-08-16_2324_14,1,,,
38,0.014603335769127075,0.0008759999999999999,2272.7272727272725,103881.2785388128,98173.51598173515,0.0019079999999999998,fm1,0.001032,0.026397705078125,0.034660496366247295,0.015648,127.74655084312724,105316.97341513293,105253.06748466259,0.017556,cf1,0.0019079999999999998,0.069549560546875,0.01940599468520453,0.00084,2358.490566037736,103571.42857142858,98809.52380952383,0.018396,fm2,0.017556,0.0435791015625,segment_matching_annotaudio_Aditya_2018-08-16_2324_143_hp,-10,Aditya_2018-08-16_2324_143,1,,,
39,,,,,,,,,,0.017029902758711534,0.009784000000000001,204.2483660130719,102309.89370400656,102105.47833197056,0.010764,cf1,0.00098,0.03839111328125,0.013578001484352002,0.003436,581.3953488372092,102444.70314318976,89057.04307334109,0.0142,fm1,0.010764,0.0345458984375,segment_matching_annotaudio_Aditya_2018-08-16_2324_148_hp,-10,Aditya_2018-08-16_2324_148,1,,,
40,0.010488172811164265,0.000552,3571.4285714285716,97826.08695652174,99637.68115942027,0.001204,fm1,0.0006519999999999999,0.021514892578125,0.04363702422308224,0.015484,129.13223140495867,103267.88943425473,103074.1410488246,0.016687999999999998,cf1,0.001204,0.085479736328125,0.013503014773359788,0.002008,992.0634920634919,102589.64143426297,91135.45816733068,0.018696,fm2,0.016687999999999998,0.02935791015625,segment_matching_annotaudio_Aditya_2018-08-16_2324_15_hp,-10,Aditya_2018-08-16_2324_15,1,,,
41,0.0509822266669628,0.002152,925.9259259259261,98977.69516728626,90148.69888475836,0.0032,fm1,0.001048,0.115997314453125,0.07827693135520976,0.030256,66.08511763150939,107681.12109994712,107317.55684822846,0.033456,cf1,0.0032,0.164337158203125,0.05307394897512237,0.0033439999999999998,596.6587112171837,104964.1148325359,88217.70334928231,0.0368,fm2,0.033456,0.136871337890625,segment_matching_annotaudio_Aditya_2018-08-16_2324_154_hp,-10,Aditya_2018-08-16_2324_154,1,,,
42,0.01367525149951,0.0016359999999999999,1219.5121951219512,94132.02933985332,93520.78239608805,0.00244,fm1,0.0008039999999999999,0.038970947265625,0.062451026307241524,0.019492,102.58514567090685,107531.29489021137,107326.08249538274,0.021932,cf1,0.00244,0.147491455078125,0.02197661148976244,0.002412,827.8145695364238,106135.98673300166,92039.80099502488,0.024344,fm2,0.021932,0.0523681640625,segment_matching_annotaudio_Aditya_2018-08-16_2324_156_hp,-10,Aditya_2018-08-16_2324_156,1,,,
43,0.027318934840969526,0.0022960000000000003,868.0555555555555,93641.1149825784,89721.2543554007,0.0030039999999999997,fm1,0.000708,0.062652587890625,0.04853651127546765,0.018012,111.01243339253996,107705.9737952476,107428.38107928047,0.021016,cf1,0.0030039999999999997,0.08935546875,0.02761911805914306,0.00278,718.3908045977013,107553.95683453238,85251.79856115108,0.023796,fm2,0.021016,0.0860595703125,segment_matching_annotaudio_Aditya_2018-08-16_2324_159_hp,-10,Aditya_2018-08-16_2324_159,1,,,
44,0.00355831636129626,0.0008759999999999999,2272.7272727272725,101598.17351598176,97031.96347031964,0.0012720000000000001,fm1,0.000396,0.00732421875,0.012650067483420105,0.01462,136.76148796498907,106019.15184678523,105745.55403556774,0.015892,cf1,0.0012720000000000001,0.026214599609375,0.0137711021413485,0.001956,1020.4081632653059,93047.03476482617,89979.55010224949,0.017848,fm2,0.015892,0.039794921875,segment_matching_annotaudio_Aditya_2018-08-16_2324_165_hp,-10,Aditya_2018-08-16_2324_165,1,,,
45,0.09802078662055706,0.001768,1126.1261261261259,104072.39819004525,93325.79185520363,0.002164,fm1,0.000396,0.20074462890625,0.28328917477148224,0.025983999999999997,76.94675284702986,106103.75615763546,105795.87438423645,0.028148000000000003,cf1,0.002164,0.535125732421875,0.09239847695926118,0.00182,1096.4912280701753,100000.0,90659.34065934068,0.029968,fm2,0.028148000000000003,0.154998779296875,segment_matching_annotaudio_Aditya_2018-08-16_2324_167_hp,-10,Aditya_2018-08-16_2324_167,1,,,
46,,,,,,,,,,0.031597515614497126,0.014252,140.2918069584736,106300.87005332584,106160.53887173733,0.014884,cf1,0.0006320000000000001,0.06982421875,0.02874853231694655,0.001864,1068.3760683760684,104613.7339055794,90665.23605150217,0.016748,fm1,0.014884,0.06256103515625,segment_matching_annotaudio_Aditya_2018-08-16_2324_179_hp,-10,Aditya_2018-08-16_2324_179,1,,,
47,,,,,,,,,,0.06749877983355125,0.012612,158.5288522511097,106248.01776086267,106168.72819536948,0.01318,cf1,0.0005679999999999999,0.1375732421875,0.02541237557001137,0.001396,1428.571428571429,105300.85959885387,89541.54727793697,0.014575999999999999,fm1,0.01318,0.05511474609375,segment_matching_annotaudio_Aditya_2018-08-16_2324_180_hp,-10,Aditya_2018-08-16_2324_180,1,,,
48,0.005959166249173907,0.001288,1543.20987654321,102484.47204968946,94720.49689440997,0.001448,fm1,0.00016,0.013275146484375,0.013920787588128229,0.018652000000000002,107.2041166380789,104868.11065837444,104814.49710486812,0.0201,cf1,0.001448,0.03167724609375,0.005839735907067822,0.0015480000000000001,1288.659793814433,104005.16795865633,93669.25064599485,0.021648,fm2,0.0201,0.0142822265625,segment_matching_annotaudio_Aditya_2018-08-16_2324_182_hp,-10,Aditya_2018-08-16_2324_182,2,,,
49,0.06891186813564577,0.001152,1724.1379310344828,104166.66666666669,92881.94444444444,0.0014880000000000002,fm1,0.000336,0.114501953125,0.190598037920422,0.02052,97.42790335151987,105214.42495126704,105019.49317738789,0.022008,cf1,0.0014880000000000002,0.46148681640625,0.2397573546688375,0.0013599999999999999,1461.9883040935672,102205.88235294119,88235.29411764706,0.023368,fm2,0.022008,0.425628662109375,segment_matching_annotaudio_Aditya_2018-08-16_2324_184_hp,-10,Aditya_2018-08-16_2324_184,1,,,
50,0.006976945679578216,0.0015279999999999998,1302.0833333333333,101439.79057591622,92931.93717277488,0.001568,fm1,4e-05,0.0146484375,0.017381401312817752,0.013940000000000001,143.4308663224326,104088.95265423242,103802.00860832137,0.015508000000000001,cf1,0.001568,0.03564453125,0.01270541351550017,0.001492,1336.8983957219252,101876.67560321717,93833.78016085793,0.017,fm2,0.015508000000000001,0.028900146484375,segment_matching_annotaudio_Aditya_2018-08-16_2324_192_hp,-10,Aditya_2018-08-16_2324_192,1,,,
51,,,,,,,,,,0.013368394102917356,0.014603999999999999,136.91128148959476,105382.08709942481,105245.13831826896,0.015184,cf1,0.00058,0.02691650390625,0.009668025286013258,0.0008119999999999999,2450.980392156863,102216.74876847288,96059.1133004926,0.015996,fm1,0.015184,0.019134521484375,segment_matching_annotaudio_Aditya_2018-08-16_2324_196_hp,-10,Aditya_2018-08-16_2324_196,1,,,
52,0.07874554292489351,0.014668,136.31406761177755,106353.96782110717,106013.08971911644,0.014668,fm1,0.0,0.1365966796875,0.009608536916425972,0.000332,5952.380952380952,105421.68674698797,84337.34939759035,0.015,cf1,0.014668,0.025299072265625,,,,,,,,,,segment_matching_annotaudio_Aditya_2018-08-16_2324_197_hp,-10,Aditya_2018-08-16_2324_197,1,,,
53,,,,,,,,,,0.05261113316156549,0.03882,51.51452709664125,106620.2988150438,106414.21947449767,0.040760000000000005,cf1,0.0019399999999999999,0.1063232421875,0.021672187778551632,0.001112,1785.7142857142858,98021.58273381297,95323.74100719426,0.041872,fm1,0.040760000000000005,0.048187255859375,segment_matching_annotaudio_Aditya_2018-08-16_2324_198_hp,-10,Aditya_2018-08-16_2324_198,1,,,
54,0.06289904653915153,0.000796,2500.0,106783.91959798997,105527.63819095476,0.000884,fm1,8.8e-05,0.13116455078125,0.13353426297926532,0.01686,118.59582542694496,109015.42111506524,108956.10913404508,0.017744,cf1,0.000884,0.2501220703125,0.052124877343555885,0.002092,954.1984732824428,107074.56978967496,89388.14531548756,0.019836000000000003,fm2,0.017744,0.11962890625,segment_matching_annotaudio_Aditya_2018-08-16_2324_20_hp,-10,Aditya_2018-08-16_2324_20,2,,,
